trace_id,task_family,outcome,best_static_axis,best_alignment,best_abs_alignment,residual_energy
trace_00001,arithmetic,correct,axis_1,-0.07452128827571869,0.07452128827571869,0.997219443321228
trace_00001,arithmetic,correct,axis_2,0.20515206456184387,0.20515206456184387,0.9787300825119019
trace_00002,symbolic_logic,incorrect,axis_3,0.16994571685791016,0.16994571685791016,0.9854534268379211
trace_00002,symbolic_logic,incorrect,axis_2,-0.23516356945037842,0.23516356945037842,0.9719558358192444
trace_00002,symbolic_logic,incorrect,axis_2,0.1948835253715515,0.1948835253715515,0.9808263778686523
trace_00002,symbolic_logic,incorrect,axis_5,0.18645304441452026,0.18645304441452026,0.9824638366699219
trace_00002,symbolic_logic,incorrect,axis_5,-0.1403384953737259,0.1403384953737259,0.9901036024093628
trace_00003,temporal_ordering,incorrect,axis_1,-0.18151824176311493,0.18151824176311493,0.9833875894546509
trace_00003,temporal_ordering,incorrect,axis_1,0.20482191443443298,0.20482191443443298,0.9787992835044861
trace_00004,causal_micro_world,incorrect,axis_2,0.30679184198379517,0.30679184198379517,0.9517766237258911
trace_00004,causal_micro_world,incorrect,axis_2,-0.13197435438632965,0.13197435438632965,0.991253137588501
trace_00004,causal_micro_world,incorrect,axis_3,-0.14432740211486816,0.14432740211486816,0.9895299673080444
trace_00005,commonsense_multihop,correct,axis_2,0.129500150680542,0.129500150680542,0.9915794134140015
trace_00005,commonsense_multihop,correct,axis_3,-0.10606034100055695,0.10606034100055695,0.9943597316741943
trace_00005,commonsense_multihop,correct,axis_2,-0.09593884646892548,0.09593884646892548,0.9953872561454773
trace_00005,commonsense_multihop,correct,axis_4,-0.1700558066368103,0.1700558066368103,0.9854344129562378
trace_00006,arithmetic,correct,axis_1,-0.08158387988805771,0.08158387988805771,0.9966664910316467
trace_00006,arithmetic,correct,axis_4,0.13526767492294312,0.13526767492294312,0.9908090829849243
trace_00007,symbolic_logic,correct,axis_2,-0.1434471309185028,0.1434471309185028,0.989657998085022
trace_00007,symbolic_logic,correct,axis_5,0.11955200135707855,0.11955200135707855,0.9928279519081116
trace_00007,symbolic_logic,correct,axis_1,0.0591588094830513,0.0591588094830513,0.9982485771179199
trace_00008,temporal_ordering,correct,axis_2,-0.1219715029001236,0.1219715029001236,0.9925336241722107
trace_00008,temporal_ordering,correct,axis_1,-0.21137575805187225,0.21137575805187225,0.9774048924446106
trace_00008,temporal_ordering,correct,axis_1,0.18084509670734406,0.18084509670734406,0.9835115671157837
trace_00009,causal_micro_world,correct,axis_3,-0.2190602570772171,0.2190602570772171,0.9757113456726074
trace_00009,causal_micro_world,correct,axis_4,0.11612691730260849,0.11612691730260849,0.993234395980835
trace_00009,causal_micro_world,correct,axis_3,0.2098875194787979,0.2098875194787979,0.9777255058288574
trace_00010,commonsense_multihop,correct,axis_5,-0.18901968002319336,0.18901968002319336,0.9819732904434204
trace_00010,commonsense_multihop,correct,axis_5,-0.10110215097665787,0.10110215097665787,0.9948760271072388
trace_00010,commonsense_multihop,correct,axis_5,0.059928469359874725,0.059928469359874725,0.9982026815414429
