trace_id,task_family,outcome,neighbor_trace_id,neighbor_family,neighbor_outcome,same_family_nn,same_outcome_nn,nn_js_divergence,nn_tv_distance
trace_00001,arithmetic,correct,trace_00002,arithmetic,correct,True,True,0.020720839623908215,0.16666666666666666
trace_00002,arithmetic,correct,trace_00039,symbolic_logic,correct,False,True,0.0,0.0
trace_00003,arithmetic,correct,trace_00004,arithmetic,correct,True,True,0.0,0.0
trace_00004,arithmetic,correct,trace_00005,arithmetic,correct,True,True,0.0,0.0
trace_00005,arithmetic,correct,trace_00006,arithmetic,correct,True,True,0.0,0.0
trace_00006,arithmetic,correct,trace_00005,arithmetic,correct,True,True,0.0,0.0
trace_00007,arithmetic,incorrect,trace_00037,symbolic_logic,correct,False,False,0.0,0.0
trace_00008,arithmetic,correct,trace_00069,causal_micro_world,correct,False,True,0.0,0.0
trace_00009,arithmetic,correct,trace_00004,arithmetic,correct,True,True,0.0,0.0
trace_00010,arithmetic,incorrect,trace_00020,arithmetic,correct,True,False,0.0,0.0
trace_00011,arithmetic,correct,trace_00012,arithmetic,correct,True,True,0.0,0.0
trace_00012,arithmetic,correct,trace_00011,arithmetic,correct,True,True,0.0,0.0
trace_00013,arithmetic,correct,trace_00017,arithmetic,correct,True,True,0.020720839623908215,0.16666666666666666
trace_00014,arithmetic,correct,trace_00011,arithmetic,correct,True,True,0.0,0.0
trace_00015,arithmetic,correct,trace_00014,arithmetic,correct,True,True,0.003702451541836349,0.07142857142857142
trace_00016,arithmetic,incorrect,trace_00087,commonsense_multihop,correct,False,False,0.007299156760473963,0.09999999999999998
trace_00017,arithmetic,correct,trace_00019,arithmetic,correct,True,True,0.020720839623908215,0.16666666666666666
trace_00018,arithmetic,incorrect,trace_00004,arithmetic,correct,True,False,0.0,0.0
trace_00019,arithmetic,correct,trace_00017,arithmetic,correct,True,True,0.020720839623908215,0.16666666666666666
trace_00020,arithmetic,correct,trace_00010,arithmetic,incorrect,True,False,0.0,0.0
trace_00021,symbolic_logic,incorrect,trace_00034,symbolic_logic,incorrect,True,True,0.0,0.0
trace_00022,symbolic_logic,correct,trace_00024,symbolic_logic,incorrect,True,False,0.0,0.0
trace_00023,symbolic_logic,incorrect,trace_00031,symbolic_logic,incorrect,True,True,0.0,0.0
trace_00024,symbolic_logic,incorrect,trace_00028,symbolic_logic,correct,True,False,0.0,0.0
trace_00025,symbolic_logic,correct,trace_00036,symbolic_logic,correct,True,True,0.020720839623908218,0.16666666666666666
trace_00026,symbolic_logic,incorrect,trace_00033,symbolic_logic,incorrect,True,True,0.0,0.0
trace_00027,symbolic_logic,incorrect,trace_00088,commonsense_multihop,correct,False,False,0.0,0.0
trace_00028,symbolic_logic,correct,trace_00029,symbolic_logic,correct,True,True,0.0,0.0
trace_00029,symbolic_logic,correct,trace_00028,symbolic_logic,correct,True,True,0.0,0.0
trace_00030,symbolic_logic,incorrect,trace_00027,symbolic_logic,incorrect,True,True,0.0,0.0
trace_00031,symbolic_logic,incorrect,trace_00023,symbolic_logic,incorrect,True,True,0.0,0.0
trace_00032,symbolic_logic,incorrect,trace_00034,symbolic_logic,incorrect,True,True,0.020720839623908215,0.16666666666666666
trace_00033,symbolic_logic,incorrect,trace_00026,symbolic_logic,incorrect,True,True,0.0,0.0
trace_00034,symbolic_logic,incorrect,trace_00021,symbolic_logic,incorrect,True,True,0.0,0.0
trace_00035,symbolic_logic,correct,trace_00029,symbolic_logic,correct,True,True,0.0,0.0
trace_00036,symbolic_logic,correct,trace_00046,temporal_ordering,incorrect,False,False,0.013399164801230847,0.125
trace_00037,symbolic_logic,correct,trace_00092,commonsense_multihop,correct,False,True,0.0,0.0
trace_00038,symbolic_logic,correct,trace_00056,temporal_ordering,incorrect,False,False,0.0,0.0
trace_00039,symbolic_logic,correct,trace_00042,temporal_ordering,incorrect,False,False,0.0,0.0
trace_00040,symbolic_logic,incorrect,trace_00091,commonsense_multihop,incorrect,False,True,0.0,0.0
trace_00041,temporal_ordering,incorrect,trace_00045,temporal_ordering,incorrect,True,True,0.0,0.0
trace_00042,temporal_ordering,incorrect,trace_00039,symbolic_logic,correct,False,False,0.0,0.0
trace_00043,temporal_ordering,correct,trace_00089,commonsense_multihop,incorrect,False,False,0.0,0.0
trace_00044,temporal_ordering,incorrect,trace_00017,arithmetic,correct,False,False,0.020720839623908215,0.16666666666666666
trace_00045,temporal_ordering,incorrect,trace_00041,temporal_ordering,incorrect,True,True,0.0,0.0
trace_00046,temporal_ordering,incorrect,trace_00036,symbolic_logic,correct,False,False,0.013399164801230847,0.125
trace_00047,temporal_ordering,correct,trace_00067,causal_micro_world,incorrect,False,False,0.007299156760473963,0.09999999999999998
trace_00048,temporal_ordering,correct,trace_00050,temporal_ordering,correct,True,True,0.020720839623908215,0.16666666666666666
trace_00049,temporal_ordering,correct,trace_00089,commonsense_multihop,incorrect,False,False,0.010360419811954107,0.08333333333333333
trace_00050,temporal_ordering,correct,trace_00064,causal_micro_world,incorrect,False,False,0.0,0.0
trace_00051,temporal_ordering,correct,trace_00045,temporal_ordering,incorrect,True,False,0.012741798951829503,0.11428571428571427
trace_00052,temporal_ordering,incorrect,trace_00038,symbolic_logic,correct,False,False,0.020720839623908215,0.16666666666666666
trace_00053,temporal_ordering,incorrect,trace_00056,temporal_ordering,incorrect,True,True,0.020720839623908215,0.16666666666666666
trace_00054,temporal_ordering,correct,trace_00053,temporal_ordering,incorrect,True,False,0.1908745046211096,0.33333333333333337
trace_00055,temporal_ordering,correct,trace_00093,commonsense_multihop,incorrect,False,False,0.020720839623908215,0.16666666666666666
trace_00056,temporal_ordering,incorrect,trace_00057,temporal_ordering,incorrect,True,True,0.0,0.0
trace_00057,temporal_ordering,incorrect,trace_00058,temporal_ordering,incorrect,True,True,0.0,0.0
trace_00058,temporal_ordering,incorrect,trace_00059,temporal_ordering,incorrect,True,True,0.0,0.0
trace_00059,temporal_ordering,incorrect,trace_00060,temporal_ordering,incorrect,True,True,0.0,0.0
trace_00060,temporal_ordering,incorrect,trace_00059,temporal_ordering,incorrect,True,True,0.0,0.0
trace_00061,causal_micro_world,incorrect,trace_00008,arithmetic,correct,False,False,0.020720839623908215,0.16666666666666666
trace_00062,causal_micro_world,correct,trace_00077,causal_micro_world,correct,True,True,0.0,0.0
trace_00063,causal_micro_world,uncertain,trace_00068,causal_micro_world,correct,True,False,0.010360419811954107,0.08333333333333333
trace_00064,causal_micro_world,incorrect,trace_00050,temporal_ordering,correct,False,False,0.0,0.0
trace_00065,causal_micro_world,incorrect,trace_00062,causal_micro_world,correct,True,False,0.1908745046211096,0.33333333333333337
trace_00066,causal_micro_world,correct,trace_00025,symbolic_logic,correct,False,True,0.048794940695398484,0.25
trace_00067,causal_micro_world,incorrect,trace_00047,temporal_ordering,correct,False,False,0.007299156760473963,0.09999999999999998
trace_00068,causal_micro_world,correct,trace_00063,causal_micro_world,uncertain,True,False,0.010360419811954107,0.08333333333333333
trace_00069,causal_micro_world,correct,trace_00100,commonsense_multihop,incorrect,False,False,0.0,0.0
trace_00070,causal_micro_world,correct,trace_00098,commonsense_multihop,incorrect,False,False,0.0,0.0
trace_00071,causal_micro_world,incorrect,trace_00072,causal_micro_world,correct,True,False,0.020720839623908215,0.16666666666666666
trace_00072,causal_micro_world,correct,trace_00071,causal_micro_world,incorrect,True,False,0.020720839623908215,0.16666666666666666
trace_00073,causal_micro_world,correct,trace_00075,causal_micro_world,correct,True,True,0.0,0.0
trace_00074,causal_micro_world,incorrect,trace_00084,commonsense_multihop,incorrect,False,True,0.020720839623908215,0.16666666666666666
trace_00075,causal_micro_world,correct,trace_00073,causal_micro_world,correct,True,True,0.0,0.0
trace_00076,causal_micro_world,correct,trace_00077,causal_micro_world,correct,True,True,0.0,0.0
trace_00077,causal_micro_world,correct,trace_00076,causal_micro_world,correct,True,True,0.0,0.0
trace_00078,causal_micro_world,correct,trace_00085,commonsense_multihop,incorrect,False,False,0.04902249956730623,0.2
trace_00079,causal_micro_world,correct,trace_00003,arithmetic,correct,False,True,0.0,0.0
trace_00080,causal_micro_world,correct,trace_00077,causal_micro_world,correct,True,True,0.0,0.0
trace_00081,commonsense_multihop,incorrect,trace_00093,commonsense_multihop,incorrect,True,True,0.020720839623908215,0.16666666666666666
trace_00082,commonsense_multihop,correct,trace_00085,commonsense_multihop,incorrect,True,False,0.040422966044204096,0.225
trace_00083,commonsense_multihop,correct,trace_00092,commonsense_multihop,correct,True,True,0.032529960463599066,0.16666666666666669
trace_00084,commonsense_multihop,incorrect,trace_00074,causal_micro_world,incorrect,False,True,0.020720839623908215,0.16666666666666666
trace_00085,commonsense_multihop,incorrect,trace_00082,commonsense_multihop,correct,True,False,0.040422966044204096,0.225
trace_00086,commonsense_multihop,correct,trace_00051,temporal_ordering,correct,False,True,0.01862176307426544,0.15
trace_00087,commonsense_multihop,correct,trace_00045,temporal_ordering,incorrect,False,False,0.003702451541836349,0.07142857142857142
trace_00088,commonsense_multihop,correct,trace_00030,symbolic_logic,incorrect,False,False,0.0,0.0
trace_00089,commonsense_multihop,incorrect,trace_00043,temporal_ordering,correct,False,False,0.0,0.0
trace_00090,commonsense_multihop,correct,trace_00030,symbolic_logic,incorrect,False,False,0.10803154614560011,0.19999999999999998
trace_00091,commonsense_multihop,incorrect,trace_00040,symbolic_logic,incorrect,False,True,0.0,0.0
trace_00092,commonsense_multihop,correct,trace_00095,commonsense_multihop,incorrect,True,False,0.0,0.0
trace_00093,commonsense_multihop,incorrect,trace_00081,commonsense_multihop,incorrect,True,True,0.020720839623908215,0.16666666666666666
trace_00094,commonsense_multihop,incorrect,trace_00091,commonsense_multihop,incorrect,True,True,0.048794940695398484,0.25
trace_00095,commonsense_multihop,incorrect,trace_00037,symbolic_logic,correct,False,False,0.0,0.0
trace_00096,commonsense_multihop,incorrect,trace_00100,commonsense_multihop,incorrect,True,True,0.0,0.0
trace_00097,commonsense_multihop,incorrect,trace_00002,arithmetic,correct,False,False,0.020720839623908215,0.16666666666666666
trace_00098,commonsense_multihop,incorrect,trace_00059,temporal_ordering,incorrect,False,True,0.0,0.0
trace_00099,commonsense_multihop,incorrect,trace_00100,commonsense_multihop,incorrect,True,True,0.09449507748815748,0.21428571428571427
trace_00100,commonsense_multihop,incorrect,trace_00096,commonsense_multihop,incorrect,True,True,0.0,0.0
