source_family,target_family,proj_space_distance,proj_space_cosine_similarity,atlas_pca_dx,atlas_pca_dy,atlas_pca_distance,atlas_umap_dx,atlas_umap_dy,atlas_umap_distance,delta_proj_causal_substitution,delta_proj_definition_substitution,delta_proj_entity_swap,delta_proj_numeric_distortion,delta_proj_role_inversion
causal_substitution,causal_substitution,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
causal_substitution,definition_substitution,0.45251917839050293,0.43149086833000183,-0.9055503308773041,-0.18825697898864746,0.9249119373702163,2.503345489501953,-6.094033241271973,6.58816968402739,-0.33096922165714204,0.3069003898184747,0.016815950209274885,-0.0017658595461398363,-0.027554333209991455
causal_substitution,entity_swap,0.45437559485435486,0.43695974349975586,-1.6467128694057465,0.423574298620224,1.7003171647425435,1.4804801940917969,-3.815941333770752,4.093070958080032,-0.32954482617788017,0.020421766792424023,0.3066251988057047,0.008401751983910799,-0.05788559885695577
causal_substitution,numeric_distortion,0.5248298048973083,0.4090757369995117,-0.655661091208458,2.1794357299804688,2.275924332582295,4.796703338623047,-5.103217124938965,7.0036553272578885,-0.32116912412457166,-0.021386298583820462,0.023147732624784118,0.41386466501280667,-0.004425642639398569
causal_substitution,role_inversion,0.4248867630958557,0.5537272691726685,0.8150035440921783,0.5086545348167419,0.960708182890334,5.73665714263916,-0.5763139724731445,5.765533190179436,-0.30347216674126687,-0.01049984736600891,-0.03847749187843874,0.000388125050812968,0.2946904726326466
definition_substitution,causal_substitution,0.45251917839050293,0.43149086833000183,0.9055503308773041,0.18825697898864746,0.9249119373702163,-2.503345489501953,6.094033241271973,6.58816968402739,0.33096922165714204,-0.3069003898184747,-0.016815950209274885,0.0017658595461398363,0.027554333209991455
definition_substitution,definition_substitution,0.0,1.0000001192092896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
definition_substitution,entity_swap,0.40876007080078125,0.499924898147583,-0.7411625385284424,0.6118312776088715,0.9610720164370767,-1.0228652954101562,2.2780919075012207,2.4971896507027767,0.0014243954792618752,-0.28647862302605065,0.2898092485964298,0.010167611530050635,-0.03033126564696431
definition_substitution,numeric_distortion,0.5302754044532776,0.35699641704559326,0.24988923966884613,2.367692708969116,2.3808430011673987,2.2933578491210938,0.9908161163330078,2.498240741103738,0.00980009753257037,-0.32828668840229513,0.006331782415509232,0.4156305245589465,0.023128690570592886
definition_substitution,role_inversion,0.4565114676952362,0.44348862767219543,1.7205538749694824,0.6969115138053894,1.8563381412735722,3.233311653137207,5.517719268798828,6.395274050076879,0.027497054915875202,-0.31740023718448357,-0.055293442087713626,0.0021539845969528043,0.32224480584263804
