trace_id,task_family,outcome,best_static_axis,best_alignment,best_abs_alignment,residual_energy
trace_00001,arithmetic,correct,axis_5,-0.1453787237405777,0.1453787237405777,0.9893760681152344
trace_00001,arithmetic,correct,axis_2,-0.06909462809562683,0.06909462809562683,0.9976100921630859
trace_00001,arithmetic,correct,axis_5,0.09086862951517105,0.09086862951517105,0.9958629012107849
trace_00002,arithmetic,incorrect,axis_5,0.1370440125465393,0.1370440125465393,0.9905649423599243
trace_00002,arithmetic,incorrect,axis_5,-0.11450225114822388,0.11450225114822388,0.9934229850769043
trace_00002,arithmetic,incorrect,axis_1,-0.13681647181510925,0.13681647181510925,0.9905964136123657
trace_00003,arithmetic,correct,axis_1,-0.06469099968671799,0.06469099968671799,0.9979053735733032
trace_00004,arithmetic,incorrect,axis_4,-0.05272086337208748,0.05272086337208748,0.9986093044281006
trace_00005,arithmetic,incorrect,axis_3,-0.08781356364488602,0.08781356364488602,0.9961369037628174
trace_00005,arithmetic,incorrect,axis_3,0.1898500770330429,0.1898500770330429,0.9818130731582642
trace_00006,arithmetic,correct,axis_2,-0.0905592143535614,0.0905592143535614,0.9958910942077637
trace_00006,arithmetic,correct,axis_1,-0.11237439513206482,0.11237439513206482,0.9936659336090088
trace_00007,arithmetic,correct,axis_2,-0.053879573941230774,0.053879573941230774,0.9985474348068237
trace_00007,arithmetic,correct,axis_1,-0.10602614283561707,0.10602614283561707,0.9943633079528809
trace_00008,arithmetic,correct,axis_2,-0.046185966581106186,0.046185966581106186,0.9989328384399414
trace_00008,arithmetic,correct,axis_5,-0.11767996102571487,0.11767996102571487,0.9930515885353088
trace_00009,arithmetic,incorrect,axis_2,0.10051698982715607,0.10051698982715607,0.9949353337287903
trace_00009,arithmetic,incorrect,axis_2,-0.15605133771896362,0.15605133771896362,0.987748920917511
trace_00009,arithmetic,incorrect,axis_3,0.1989605724811554,0.1989605724811554,0.980007529258728
trace_00010,arithmetic,correct,axis_3,-0.046938225626945496,0.046938225626945496,0.9988977909088135
trace_00010,arithmetic,correct,axis_2,-0.15277209877967834,0.15277209877967834,0.9882614612579346
trace_00011,arithmetic,incorrect,axis_2,0.07215816527605057,0.07215816527605057,0.9973931908607483
trace_00011,arithmetic,incorrect,axis_4,-0.12391423434019089,0.12391423434019089,0.9922929406166077
trace_00011,arithmetic,incorrect,axis_1,0.11206336319446564,0.11206336319446564,0.9937010407447815
trace_00012,arithmetic,correct,axis_4,-0.1599126160144806,0.1599126160144806,0.9871311783790588
trace_00012,arithmetic,correct,axis_1,-0.09606187045574188,0.09606187045574188,0.995375394821167
trace_00012,arithmetic,correct,axis_4,0.13266272842884064,0.13266272842884064,0.9911612272262573
trace_00012,arithmetic,correct,axis_3,-0.15885165333747864,0.15885165333747864,0.9873024821281433
trace_00012,arithmetic,correct,axis_3,0.12334561347961426,0.12334561347961426,0.9923637509346008
trace_00012,arithmetic,correct,axis_3,-0.10859344899654388,0.10859344899654388,0.9940862655639648
trace_00013,arithmetic,incorrect,axis_4,-0.13671265542507172,0.13671265542507172,0.9906107187271118
trace_00013,arithmetic,incorrect,axis_3,0.10007283091545105,0.10007283091545105,0.9949800968170166
trace_00013,arithmetic,incorrect,axis_1,-0.09562376141548157,0.09562376141548157,0.9954175353050232
